	gene_symbol
14895	LOC440117
14896	LOC440131
14897	LOC440132
14898	LOC440149
14899	LOC440157
14900	LOC440173
14901	LOC440180
14902	LOC440181
14903	LOC440203
14904	LOC440233
14905	LOC440243
14906	LOC440258
14907	LOC440264
14908	LOC440280
14909	LOC440288
14910	LOC440292
14911	LOC440296
14912	LOC440297
14913	LOC440300
14914	LOC440302
14915	LOC440304
14916	LOC440309
14917	LOC440311
14918	LOC440313
14919	LOC440320
14920	LOC440330
14921	LOC440334
14922	LOC440335
14923	LOC440337
14924	LOC440343
14925	LOC440346
14926	LOC440353
14927	LOC440354
14928	LOC440356
14929	LOC440361
14930	LOC440367
14931	LOC440368
14932	LOC440386
14933	LOC440389
14934	LOC440416
14935	LOC440419
14936	LOC440434
14937	LOC440459
14938	LOC440461
14939	LOC440489
14940	LOC440490
14941	LOC440491
14942	LOC440492
14943	LOC440511
14944	LOC440514
14945	LOC440518
14946	LOC440525
14947	LOC440534
14948	LOC440551
14949	LOC440552
14950	LOC440558
14951	LOC440563
14952	LOC440568
14953	LOC440570
14954	LOC440577
14955	LOC440597
14956	LOC440600
14957	LOC440602
14958	LOC440667
14959	LOC440683
14960	LOC440688
14961	LOC440700
14962	LOC440704
14963	LOC440706
14964	LOC440716
14965	LOC440731
14966	LOC440742
14967	LOC440776
14968	LOC440783
14969	LOC440786
14970	LOC440792
14971	LOC440795
14972	LOC440817
14973	LOC440839
14974	LOC440864
14975	LOC440871
14976	LOC440894
14977	LOC440895
14978	LOC440896
14979	LOC440900
14980	LOC440902
14981	LOC440905
14982	LOC440910
14983	LOC440917
14984	LOC440921
14985	LOC440925
14986	LOC440934
14987	LOC440944
14988	LOC440970
14989	LOC440973
14990	LOC440981
14991	LOC440983
14992	LOC440993
14993	LOC440995
14994	LOC440997
14995	LOC441009
14996	LOC441016
14997	LOC441018
14998	LOC441019
14999	LOC441025
15000	LOC441026
15001	LOC441052
15002	LOC441067
15003	LOC441070
15004	LOC441081
15005	LOC441085
15006	LOC441086
15007	LOC441087
15008	LOC441097
15009	LOC441098
15010	LOC441119
15011	LOC441124
15012	LOC441155
15013	LOC441167
15014	LOC441177
15015	LOC441178
15016	LOC441179
15017	LOC441198
15018	LOC441204
15019	LOC441228
15020	LOC441233
15021	LOC441237
15022	LOC441239
15023	LOC441241
15024	LOC441242
15025	LOC441245
15026	LOC441253
15027	LOC441258
15028	LOC441259
15029	LOC441268
15030	LOC441320
15031	LOC441344
15032	LOC441347
15033	LOC441395
15034	LOC441402
15035	LOC441410
15036	LOC441416
15037	LOC441448
15038	LOC441454
15039	LOC441455
15040	LOC441461
15041	LOC441484
15042	LOC441487
15043	LOC441488
15044	LOC441489
15045	LOC441493
15046	LOC441495
15047	LOC441505
15048	LOC441511
15049	LOC441528
15050	LOC441546
15051	LOC441548
15052	LOC441551
15053	LOC441553
15054	LOC441556
15055	LOC441559
15056	LOC441568
15057	LOC441584
15058	LOC441592
15059	LOC441601
15060	LOC441616
15061	LOC441643
15062	LOC441644
15063	LOC441653
15064	LOC441655
15065	LOC441666
15066	LOC441698
15067	LOC441711
15068	LOC441714
15069	LOC441720
15070	LOC441722
15071	LOC441728
15072	LOC441730
15073	LOC441732
15074	LOC441734
15075	LOC441736
15076	LOC441737
15077	LOC441750
15078	LOC441768
15079	LOC441783
15080	LOC441784
15081	LOC441792
15082	LOC441806
15083	LOC441811
15084	LOC441837
15085	LOC441849
15086	LOC441861
15087	LOC441862
15088	LOC441868
15089	LOC441870
15090	LOC441872
15091	LOC441880
15092	LOC441887
15093	LOC441899
15094	LOC441904
15095	LOC441906
15096	LOC441907
15097	LOC441914
15098	LOC441915
15099	LOC441938
15100	LOC441956
15101	LOC441964
15102	LOC441969
15103	LOC441996
15104	LOC442006
15105	LOC442017
15106	LOC442019
15107	LOC442021
15108	LOC442028
15109	LOC442035
15110	LOC442041
15111	LOC442042
15112	LOC442058
15113	LOC442060
15114	LOC442063
15115	LOC442064
15116	LOC442075
15117	LOC442077
15118	LOC442087
15119	LOC442097
15120	LOC442098
15121	LOC442112
15122	LOC442113
15123	LOC442122
15124	LOC442124
15125	LOC442128
15126	LOC442131
15127	LOC442132
15128	LOC442148
15129	LOC442150
15130	LOC442155
15131	LOC442156
15132	LOC442157
15133	LOC442161
15134	LOC442172
15135	LOC442210
15136	LOC442215
15137	LOC442238
15138	LOC442239
15139	LOC442241
15140	LOC442244
15141	LOC442249
15142	LOC442261
15143	LOC442263
15144	LOC442271
15145	LOC442272
15146	LOC442283
15147	LOC442292
15148	LOC442293
15149	LOC442308
15150	LOC442309
15151	LOC442316
15152	LOC442317
15153	LOC442318
15154	LOC442320
15155	LOC442366
15156	LOC442367
15157	LOC442382
15158	LOC442389
15159	LOC442395
15160	LOC442403
15161	LOC442405
15162	LOC442421
15163	LOC442423
15164	LOC442427
15165	LOC442431
15166	LOC442434
15167	LOC442443
15168	LOC442445
15169	LOC442446
15170	LOC442447
15171	LOC442448
15172	LOC442459
15173	LOC442460
15174	LOC442461
15175	LOC442465
15176	LOC442497
15177	LOC442505
15178	LOC442572
15179	LOC442668
15180	LOC442707
15181	LOC442710
15182	LOC442713
15183	LOC442727
15184	LOC442744
15185	LOC442777
15186	LOC449518
15187	LOC474358
15188	LOC493754
15189	LOC494127
15190	LOC494141
15191	LOC494150
15192	LOC494558
15193	LOC497256
15194	LOC503519
15195	LOC503540
15196	LOC51045
15197	LOC51047
15198	LOC51145
15199	LOC51190
15200	LOC51336
15201	LOC541467
15202	LOC541471
15203	LOC541472
15204	LOC541473
15205	LOC550112
15206	LOC550113
15207	LOC550643
15208	LOC550644
15209	LOC553103
15210	LOC553137
15211	LOC553139
15212	LOC553148
15213	LOC553939
15214	LOC554174
15215	LOC554201
15216	LOC554206
15217	LOC554207
15218	LOC554223
15219	LOC554247
15220	LOC554249
15221	LOC55864
15222	LOC56756
15223	LOC572558
15224	LOC57399
15225	LOC574080
15226	LOC574538
15227	LOC595101
15228	LOC606724
15229	LOC613037
15230	LOC613038
15231	LOC613126
15232	LOC613266
15233	LOC619207
15234	LOC619409
15235	LOC619480
15236	LOC619539
15237	LOC619540
15238	LOC641298
15239	LOC641364
15240	LOC641365
15241	LOC641367
15242	LOC641378
15243	LOC641379
15244	LOC641381
15245	LOC641456
15246	LOC641457
15247	LOC641467
15248	LOC641515
15249	LOC641518
15250	LOC641695
15251	LOC641696
15252	LOC641705
15253	LOC641708
15254	LOC641765
15255	LOC641776
15256	LOC641807
15257	LOC641895
15258	LOC641924
15259	LOC642002
15260	LOC642076
15261	LOC642105
15262	LOC642131
15263	LOC642236
15264	LOC642262
15265	LOC642263
15266	LOC642277
15267	LOC642278
15268	LOC642284
15269	LOC642288
15270	LOC642290
15271	LOC642295
15272	LOC642296
15273	LOC642307
15274	LOC642311
15275	LOC642313
15276	LOC642325
15277	LOC642329
15278	LOC642331
15279	LOC642335
15280	LOC642340
15281	LOC642341
15282	LOC642343
15283	LOC642346
15284	LOC642350
15285	LOC642355
15286	LOC642357
15287	LOC642361
15288	LOC642366
15289	LOC642367
15290	LOC642373
15291	LOC642381
15292	LOC642383
15293	LOC642384
15294	LOC642389
15295	LOC642398
15296	LOC642402
15297	LOC642414
15298	LOC642421
15299	LOC642422
15300	LOC642423
15301	LOC642424
15302	LOC642426
15303	LOC642441
15304	LOC642450
15305	LOC642452
15306	LOC642461
15307	LOC642471
15308	LOC642474
15309	LOC642483
15310	LOC642486
15311	LOC642487
15312	LOC642490
15313	LOC642496
15314	LOC642502
15315	LOC642505
15316	LOC642511
15317	LOC642513
15318	LOC642515
15319	LOC642533
15320	LOC642536
15321	LOC642539
15322	LOC642544
15323	LOC642550
15324	LOC642554
15325	LOC642555
15326	LOC642563
15327	LOC642567
15328	LOC642574
15329	LOC642578
15330	LOC642579
15331	LOC642580
15332	LOC642587
15333	LOC642590
15334	LOC642599
15335	LOC642614
15336	LOC642617
15337	LOC642619
15338	LOC642620
15339	LOC642622
15340	LOC642633
15341	LOC642635
15342	LOC642637
15343	LOC642643
15344	LOC642645
15345	LOC642648
15346	LOC642652
15347	LOC642656
15348	LOC642659
15349	LOC642661
15350	LOC642662
15351	LOC642663
15352	LOC642666
15353	LOC642669
15354	LOC642671
15355	LOC642672
15356	LOC642677
15357	LOC642678
15358	LOC642681
15359	LOC642683
15360	LOC642686
15361	LOC642692
15362	LOC642694
15363	LOC642697
15364	LOC642702
15365	LOC642704
15366	LOC642707
15367	LOC642727
15368	LOC642730
15369	LOC642731
15370	LOC642732
15371	LOC642733
15372	LOC642734
15373	LOC642758
15374	LOC642759
15375	LOC642765
15376	LOC642771
15377	LOC642775
15378	LOC642776
15379	LOC642778
15380	LOC642781
15381	LOC642784
15382	LOC642788
15383	LOC642791
15384	LOC642799
15385	LOC642817
15386	LOC642826
15387	LOC642837
15388	LOC642838
15389	LOC642846
15390	LOC642850
15391	LOC642851
15392	LOC642852
15393	LOC642861
15394	LOC642862
15395	LOC642872
15396	LOC642874
15397	LOC642890
15398	LOC642893
15399	LOC642894
15400	LOC642897
15401	LOC642907
15402	LOC642909
15403	LOC642922
15404	LOC642923
15405	LOC642924
15406	LOC642926
15407	LOC642927
15408	LOC642929
15409	LOC642934
15410	LOC642935
15411	LOC642936
15412	LOC642943
15413	LOC642947
15414	LOC642958
15415	LOC642969
15416	LOC642975
15417	LOC642979
15418	LOC642980
15419	LOC642991
15420	LOC642998
15421	LOC643004
15422	LOC643011
15423	LOC643013
15424	LOC643014
15425	LOC643015
15426	LOC643017
15427	LOC643037
15428	LOC643043
15429	LOC643052
15430	LOC643058
15431	LOC643063
15432	LOC643064
15433	LOC643067
15434	LOC643069
15435	LOC643072
15436	LOC643073
15437	LOC643081
15438	LOC643085
15439	LOC643093
15440	LOC643095
15441	LOC643100
15442	LOC643102
15443	LOC643106
15444	LOC643110
15445	LOC643118
15446	LOC643126
15447	LOC643133
15448	LOC643134
15449	LOC643143
15450	LOC643151
15451	LOC643153
15452	LOC643167
15453	LOC643168
15454	LOC643172
15455	LOC643177
15456	LOC643179
15457	LOC643181
15458	LOC643182
15459	LOC643189
15460	LOC643194
15461	LOC643201
15462	LOC643219
15463	LOC643227
15464	LOC643232
15465	LOC643255
15466	LOC643260
15467	LOC643263
15468	LOC643275
15469	LOC643276
15470	LOC643278
15471	LOC643280
15472	LOC643281
15473	LOC643287
15474	LOC643305
15475	LOC643307
15476	LOC643308
15477	LOC643309
15478	LOC643313
15479	LOC643319
15480	LOC643321
15481	LOC643324
15482	LOC643326
15483	LOC643327
15484	LOC643328
15485	LOC643329
15486	LOC643334
15487	LOC643339
15488	LOC643341
15489	LOC643342
15490	LOC643348
15491	LOC643353
15492	LOC643355
15493	LOC643362
15494	LOC643367
15495	LOC643368
15496	LOC643370
15497	LOC643371
15498	LOC643373
15499	LOC643377
15500	LOC643381
15501	LOC643386
15502	LOC643387
15503	LOC643395
15504	LOC643396
15505	LOC643397
15506	LOC643401
15507	LOC643406
15508	LOC643416
15509	LOC643421
15510	LOC643424
15511	LOC643428
15512	LOC643441
15513	LOC643445
15514	LOC643446
15515	LOC643447
15516	LOC643449
15517	LOC643454
15518	LOC643459
15519	LOC643461
15520	LOC643464
15521	LOC643474
15522	LOC643481
15523	LOC643486
15524	LOC643494
15525	LOC643495
15526	LOC643496
15527	LOC643501
15528	LOC643505
15529	LOC643506
15530	LOC643513
15531	LOC643514
15532	LOC643517
15533	LOC643520
15534	LOC643524
15535	LOC643529
15536	LOC643533
15537	LOC643534
15538	LOC643542
15539	LOC643543
15540	LOC643547
15541	LOC643551
15542	LOC643554
15543	LOC643560
15544	LOC643561
15545	LOC643562
15546	LOC643576
15547	LOC643579
15548	LOC643582
15549	LOC643586
15550	LOC643589
15551	LOC643594
15552	LOC643599
15553	LOC643605
15554	LOC643618
15555	LOC643623
15556	LOC643624
15557	LOC643630
15558	LOC643631
15559	LOC643634
15560	LOC643639
15561	LOC643648
15562	LOC643650
15563	LOC643652
15564	LOC643654
15565	LOC643659
15566	LOC643665
15567	LOC643669
15568	LOC643670
15569	LOC643675
15570	LOC643678
15571	LOC643694
15572	LOC643696
15573	LOC643699
15574	LOC643703
15575	LOC643707
15576	LOC643709
15577	LOC643711
15578	LOC643714
15579	LOC643717
15580	LOC643718
15581	LOC643723
15582	LOC643733
15583	LOC643746
15584	LOC643751
15585	LOC643753
15586	LOC643759
15587	LOC643768
15588	LOC643770
15589	LOC643783
15590	LOC643784
15591	LOC643789
15592	LOC643792
15593	LOC643797
15594	LOC643798
15595	LOC643802
15596	LOC643806
15597	LOC643809
15598	LOC643810
15599	LOC643825
15600	LOC643827
15601	LOC643831
15602	LOC643837
15603	LOC643852
15604	LOC643855
15605	LOC643856
15606	LOC643862
15607	LOC643870
15608	LOC643878
15609	LOC643880
15610	LOC643883
15611	LOC643884
15612	LOC643888
15613	LOC643894
15614	LOC643896
15615	LOC643897
15616	LOC643901
15617	LOC643909
15618	LOC643916
15619	LOC643921
15620	LOC643923
15621	LOC643926
15622	LOC643933
15623	LOC643936
15624	LOC643950
15625	LOC643951
15626	LOC643955
15627	LOC643962
15628	LOC643972
15629	LOC643976
15630	LOC643983
15631	LOC643986
15632	LOC643988
15633	LOC643989
15634	LOC643997
15635	LOC644006
15636	LOC644010
15637	LOC644012
15638	LOC644017
15639	LOC644023
15640	LOC644026
15641	LOC644030
15642	LOC644038
15643	LOC644050
15644	LOC644051
15645	LOC644055
15646	LOC644056
15647	LOC644058
15648	LOC644060
15649	LOC644065
15650	LOC644066
15651	LOC644070
15652	LOC644075
15653	LOC644083
15654	LOC644086
15655	LOC644090
15656	LOC644092
15657	LOC644093
15658	LOC644098
15659	LOC644099
15660	LOC644100
15661	LOC644110
15662	LOC644111
15663	LOC644135
15664	LOC644145
15665	LOC644152
15666	LOC644158
15667	LOC644159
15668	LOC644160
15669	LOC644169
15670	LOC644170
15671	LOC644171
15672	LOC644172
15673	LOC644173
15674	LOC644181
15675	LOC644182
15676	LOC644189
15677	LOC644192
15678	LOC644193
15679	LOC644199
15680	LOC644203
15681	LOC644215
15682	LOC644216
15683	LOC644222
15684	LOC644224
15685	LOC644232
15686	LOC644235
15687	LOC644242
15688	LOC644246
15689	LOC644248
15690	LOC644249
15691	LOC644250
15692	LOC644251
15693	LOC644261
15694	LOC644265
15695	LOC644269
15696	LOC644276
15697	LOC644277
15698	LOC644280
15699	LOC644282
15700	LOC644285
15701	LOC644295
15702	LOC644297
15703	LOC644302
15704	LOC644303
15705	LOC644310
15706	LOC644325
15707	LOC644328
15708	LOC644334
15709	LOC644335
15710	LOC644337
15711	LOC644354
15712	LOC644357
15713	LOC644361
15714	LOC644363
15715	LOC644366
15716	LOC644368
15717	LOC644369
15718	LOC644370
15719	LOC644383
15720	LOC644387
15721	LOC644390
15722	LOC644397
15723	LOC644402
15724	LOC644403
15725	LOC644415
15726	LOC644419
15727	LOC644422
15728	LOC644425
15729	LOC644436
15730	LOC644445
15731	LOC644449
15732	LOC644450
15733	LOC644451
15734	LOC644456
15735	LOC644459
15736	LOC644462
15737	LOC644472
15738	LOC644477
15739	LOC644480
15740	LOC644482
15741	LOC644489
15742	LOC644491
15743	LOC644495
15744	LOC644497
15745	LOC644500
15746	LOC644504
15747	LOC644517
15748	LOC644518
15749	LOC644525
15750	LOC644541
15751	LOC644548
15752	LOC644554
15753	LOC644556
15754	LOC644557
15755	LOC644558
15756	LOC644563
15757	LOC644565
15758	LOC644566
15759	LOC644569
15760	LOC644573
15761	LOC644578
15762	LOC644584
15763	LOC644587
15764	LOC644589
15765	LOC644590
15766	LOC644592
15767	LOC644601
15768	LOC644613
15769	LOC644616
15770	LOC644617
15771	LOC644618
15772	LOC644620
15773	LOC644632
15774	LOC644634
15775	LOC644638
15776	LOC644649
15777	LOC644652
15778	LOC644653
15779	LOC644656
15780	LOC644659
15781	LOC644661
15782	LOC644662
15783	LOC644667
15784	LOC644669
15785	LOC644674
15786	LOC644681
15787	LOC644682
15788	LOC644684
15789	LOC644686
15790	LOC644691
15791	LOC644693
15792	LOC644695
15793	LOC644697
15794	LOC644701
15795	LOC644704
15796	LOC644711
15797	LOC644714
15798	LOC644717
15799	LOC644718
15800	LOC644721
15801	LOC644723
15802	LOC644727
15803	LOC644728
15804	LOC644732
15805	LOC644734
15806	LOC644743
15807	LOC644746
15808	LOC644753
15809	LOC644754
15810	LOC644755
15811	LOC644761
15812	LOC644762
15813	LOC644764
15814	LOC644766
15815	LOC644768
15816	LOC644776
15817	LOC644779
15818	LOC644787
15819	LOC644791
15820	LOC644794
15821	LOC644800
15822	LOC644813
15823	LOC644816
15824	LOC644817
15825	LOC644827
15826	LOC644828
15827	LOC644835
15828	LOC644838
15829	LOC644841
15830	LOC644850
15831	LOC644852
15832	LOC644854
15833	LOC644860
15834	LOC644868
15835	LOC644871
15836	LOC644872
15837	LOC644877
15838	LOC644879
15839	LOC644881
15840	LOC644885
15841	LOC644889
15842	LOC644892
15843	LOC644893
15844	LOC644906
15845	LOC644909
15846	LOC644919
15847	LOC644924
15848	LOC644925
15849	LOC644926
15850	LOC644929
15851	LOC644931
15852	LOC644936
15853	LOC644941
15854	LOC644949
15855	LOC644950
15856	LOC644951
15857	LOC644953
15858	LOC644961
15859	LOC644962
15860	LOC644963
15861	LOC644976
15862	LOC644978
15863	LOC644979
15864	LOC644982
15865	LOC644990
15866	LOC644992
15867	LOC644993
15868	LOC645001
15869	LOC645003
15870	LOC645015
15871	LOC645023
15872	LOC645030
15873	LOC645045
15874	LOC645047
15875	LOC645053
15876	LOC645065
15877	LOC645084
15878	LOC645086
15879	LOC645094
15880	LOC645100
15881	LOC645101
15882	LOC645108
15883	LOC645118
15884	LOC645120
15885	LOC645128
15886	LOC645129
15887	LOC645132
15888	LOC645135
15889	LOC645136
15890	LOC645139
15891	LOC645146
15892	LOC645149
15893	LOC645159
15894	LOC645163
15895	LOC645166
15896	LOC645177
15897	LOC645180
15898	LOC645181
15899	LOC645183
15900	LOC645188
15901	LOC645195
15902	LOC645202
15903	LOC645204
15904	LOC645206
15905	LOC645207
15906	LOC645210
15907	LOC645212
15908	LOC645218
15909	LOC645220
15910	LOC645221
15911	LOC645225
15912	LOC645226
15913	LOC645227
15914	LOC645233
15915	LOC645237
15916	LOC645238
15917	LOC645249
15918	LOC645253
15919	LOC645261
15920	LOC645262
15921	LOC645263
15922	LOC645266
15923	LOC645269
15924	LOC645272
15925	LOC645273
15926	LOC645276
15927	LOC645282
15928	LOC645291
15929	LOC645294
15930	LOC645297
15931	LOC645301
15932	LOC645302
15933	LOC645307
15934	LOC645311
15935	LOC645314
15936	LOC645318
15937	LOC645319
15938	LOC645320
15939	LOC645321
15940	LOC645324
15941	LOC645328
15942	LOC645340
15943	LOC645348
15944	LOC645352
15945	LOC645354
15946	LOC645355
15947	LOC645357
15948	LOC645359
15949	LOC645368
15950	LOC645371
15951	LOC645379
15952	LOC645382
15953	LOC645388
15954	LOC645390
15955	LOC645395
15956	LOC645397
15957	LOC645398
15958	LOC645399
15959	LOC645405
15960	LOC645415
15961	LOC645417
15962	LOC645420
15963	LOC645427
15964	LOC645431
15965	LOC645433
15966	LOC645434
15967	LOC645436
15968	LOC645446
15969	LOC645447
15970	LOC645448
15971	LOC645451
15972	LOC645466
15973	LOC645468
15974	LOC645470
15975	LOC645478
15976	LOC645479
15977	LOC645481
15978	LOC645482
15979	LOC645485
15980	LOC645486
15981	LOC645489
15982	LOC645495
15983	LOC645503
15984	LOC645513
15985	LOC645515
15986	LOC645521
15987	LOC645527
15988	LOC645529
15989	LOC645544
15990	LOC645545
15991	LOC645551
15992	LOC645553
15993	LOC645561
15994	LOC645565
15995	LOC645571
15996	LOC645581
15997	LOC645586
15998	LOC645591
15999	LOC645592
16000	LOC645598
16001	LOC645602
16002	LOC645603
16003	LOC645615
16004	LOC645617
16005	LOC645620
16006	LOC645621
16007	LOC645626
16008	LOC645627
16009	LOC645638
16010	LOC645645
16011	LOC645650
16012	LOC645652
16013	LOC645655
16014	LOC645657
16015	LOC645666
16016	LOC645676
16017	LOC645680
16018	LOC645685
16019	LOC645691
16020	LOC645716
16021	LOC645719
16022	LOC645722
16023	LOC645726
16024	LOC645730
16025	LOC645733
16026	LOC645739
16027	LOC645747
16028	LOC645749
16029	LOC645752
16030	LOC645754
16031	LOC645755
16032	LOC645757
16033	LOC645763
16034	LOC645769
16035	LOC645773
16036	LOC645776
16037	LOC645787
16038	LOC645794
16039	LOC645799
16040	LOC645804
16041	LOC645805
16042	LOC645817
16043	LOC645830
16044	LOC645839
16045	LOC645841
16046	LOC645842
16047	LOC645847
16048	LOC645848
16049	LOC645852
16050	LOC645853
16051	LOC645862
16052	LOC645870
16053	LOC645874
16054	LOC645877
16055	LOC645895
16056	LOC645900
16057	LOC645904
16058	LOC645914
16059	LOC645915
16060	LOC645919
16061	LOC645932
16062	LOC645936
16063	LOC645937
16064	LOC645938
16065	LOC645940
16066	LOC645941
16067	LOC645944
16068	LOC645946
16069	LOC645947
16070	LOC645949
16071	LOC645954
16072	LOC645955
16073	LOC645960
16074	LOC645963
16075	LOC645964
16076	LOC645965
16077	LOC645966
16078	LOC645967
16079	LOC645969
16080	LOC645978
16081	LOC645984
16082	LOC645987
16083	LOC645991
16084	LOC646004
16085	LOC646012
16086	LOC646014
16087	LOC646021
16088	LOC646030
16089	LOC646031
16090	LOC646034
16091	LOC646035
16092	LOC646040
16093	LOC646043
16094	LOC646044
16095	LOC646049
16096	LOC646050
16097	LOC646051
16098	LOC646055
16099	LOC646057
16100	LOC646058
16101	LOC646066
16102	LOC646070
16103	LOC646071
16104	LOC646079
16105	LOC646087
16106	LOC646089
16107	LOC646091
16108	LOC646096
16109	LOC646098
16110	LOC646103
16111	LOC646106
16112	LOC646112
16113	LOC646114
16114	LOC646118
16115	LOC646120
16116	LOC646127
16117	LOC646130
16118	LOC646132
16119	LOC646139
16120	LOC646140
16121	LOC646158
16122	LOC646160
16123	LOC646163
16124	LOC646168
16125	LOC646170
16126	LOC646173
16127	LOC646177
16128	LOC646179
16129	LOC646184
16130	LOC646193
16131	LOC646197
16132	LOC646203
16133	LOC646213
16134	LOC646214
16135	LOC646216
16136	LOC646218
16137	LOC646220
16138	LOC646227
16139	LOC646236
16140	LOC646237
16141	LOC646241
16142	LOC646249
16143	LOC646252
16144	LOC646253
16145	LOC646256
16146	LOC646261
16147	LOC646268
16148	LOC646272
16149	LOC646274
16150	LOC646278
16151	LOC646285
16152	LOC646289
16153	LOC646290
16154	LOC646292
16155	LOC646314
16156	LOC646322
16157	LOC646323
16158	LOC646324
16159	LOC646329
16160	LOC646330
16161	LOC646338
16162	LOC646340
16163	LOC646344
16164	LOC646347
16165	LOC646348
16166	LOC646352
16167	LOC646353
16168	LOC646354
16169	LOC646357
16170	LOC646358
16171	LOC646360
16172	LOC646363
16173	LOC646365
16174	LOC646372
16175	LOC646373
16176	LOC646377
16177	LOC646382
16178	LOC646388
16179	LOC646392
16180	LOC646395
16181	LOC646407
16182	LOC646408
16183	LOC646410
16184	LOC646411
16185	LOC646425
16186	LOC646430
16187	LOC646437
16188	LOC646438
16189	LOC646439
16190	LOC646452
16191	LOC646462
16192	LOC646470
16193	LOC646471
16194	LOC646472
16195	LOC646482
16196	LOC646484
16197	LOC646485
16198	LOC646496
16199	LOC646498
16200	LOC646500
16201	LOC646505
16202	LOC646506
16203	LOC646507
16204	LOC646508
16205	LOC646509
16206	LOC646513
16207	LOC646517
16208	LOC646522
16209	LOC646535
16210	LOC646541
16211	LOC646543
16212	LOC646547
16213	LOC646548
16214	LOC646555
16215	LOC646556
16216	LOC646560
16217	LOC646561
16218	LOC646565
16219	LOC646569
16220	LOC646570
16221	LOC646572
16222	LOC646574
16223	LOC646575
16224	LOC646576
16225	LOC646578
16226	LOC646579
16227	LOC646584
16228	LOC646585
16229	LOC646587
16230	LOC646588
16231	LOC646590
16232	LOC646593
16233	LOC646595
16234	LOC646596
16235	LOC646604
16236	LOC646608
16237	LOC646609
16238	LOC646610
16239	LOC646614
16240	LOC646616
16241	LOC646621
16242	LOC646626
16243	LOC646627
16244	LOC646628
16245	LOC646629
16246	LOC646639
16247	LOC646644
16248	LOC646649
16249	LOC646652
16250	LOC646654
16251	LOC646663
16252	LOC646665
16253	LOC646666
16254	LOC646667
16255	LOC646670
16256	LOC646674
16257	LOC646675
16258	LOC646677
16259	LOC646696
16260	LOC646700
16261	LOC646701
16262	LOC646708
16263	LOC646709
16264	LOC646712
16265	LOC646719
16266	LOC646720
16267	LOC646730
16268	LOC646735
16269	LOC646736
16270	LOC646743
16271	LOC646745
16272	LOC646746
16273	LOC646747
16274	LOC646749
16275	LOC646751
16276	LOC646756
16277	LOC646758
16278	LOC646761
16279	LOC646762
16280	LOC646767
16281	LOC646770
16282	LOC646774
16283	LOC646778
16284	LOC646779
16285	LOC646792
16286	LOC646793
16287	LOC646794
16288	LOC646795
16289	LOC646797
16290	LOC646801
16291	LOC646804
16292	LOC646805
16293	LOC646808
16294	LOC646810
16295	LOC646813
16296	LOC646821
16297	LOC646823
16298	LOC646828
16299	LOC646831
16300	LOC646836
16301	LOC646837
16302	LOC646845
16303	LOC646849
16304	LOC646851
16305	LOC646853
16306	LOC646854
16307	LOC646862
16308	LOC646863
16309	LOC646864
16310	LOC646865
16311	LOC646869
16312	LOC646870
16313	LOC646873
16314	LOC646874
16315	LOC646880
16316	LOC646890
16317	LOC646902
16318	LOC646903
16319	LOC646907
16320	LOC646908
16321	LOC646916
16322	LOC646927
16323	LOC646932
16324	LOC646934
16325	LOC646936
16326	LOC646938
16327	LOC646939
16328	LOC646945
16329	LOC646947
16330	LOC646953
16331	LOC646956
16332	LOC646970
16333	LOC646973
16334	LOC646976
16335	LOC646981
16336	LOC646989
16337	LOC646992
16338	LOC646995
16339	LOC646999
16340	LOC647002
16341	LOC647011
16342	LOC647012
16343	LOC647013
16344	LOC647020
16345	LOC647025
16346	LOC647030
16347	LOC647031
16348	LOC647037
16349	LOC647038
16350	LOC647039
16351	LOC647041
16352	LOC647049
16353	LOC647051
16354	LOC647054
16355	LOC647059
16356	LOC647065
16357	LOC647068
16358	LOC647069
16359	LOC647070
16360	LOC647073
16361	LOC647074
16362	LOC647077
16363	LOC647082
16364	LOC647086
16365	LOC647089
16366	LOC647104
16367	LOC647107
16368	LOC647109
16369	LOC647113
16370	LOC647126
16371	LOC647128
16372	LOC647131
16373	LOC647132
16374	LOC647133
16375	LOC647134
16376	LOC647137
16377	LOC647138
16378	LOC647145
16379	LOC647150
16380	LOC647157
16381	LOC647163
16382	LOC647169
16383	LOC647175
16384	LOC647176
16385	LOC647177
16386	LOC647188
16387	LOC647189
16388	LOC647194
16389	LOC647195
16390	LOC647203
16391	LOC647204
16392	LOC647208
16393	LOC647209
16394	LOC647211
16395	LOC647212
16396	LOC647224
16397	LOC647238
16398	LOC647239
16399	LOC647243
16400	LOC647244
16401	LOC647247
16402	LOC647250
16403	LOC647252
16404	LOC647253
16405	LOC647259
16406	LOC647264
16407	LOC647275
16408	LOC647277
16409	LOC647278
16410	LOC647279
16411	LOC647280
16412	LOC647281
16413	LOC647283
16414	LOC647286
16415	LOC647299
16416	LOC647302
16417	LOC647305
16418	LOC647307
16419	LOC647313
16420	LOC647315
16421	LOC647323
16422	LOC647357
16423	LOC647415
16424	LOC647481
16425	LOC647503
16426	LOC647509
16427	LOC647520
16428	LOC647532
16429	LOC647540
16430	LOC647589
16431	LOC647654
16432	LOC647835
16433	LOC647859
16434	LOC647942
16435	LOC647946
16436	LOC647979
16437	LOC648044
16438	LOC648149
16439	LOC648152
16440	LOC648154
16441	LOC648230
16442	LOC648237
16443	LOC648269
16444	LOC648282
16445	LOC648338
16446	LOC648415
16447	LOC648442
16448	LOC648470
