	gene_symbol
16449	LOC648532
16450	LOC648556
16451	LOC648570
16452	LOC648603
16453	LOC648605
16454	LOC648665
16455	LOC648691
16456	LOC648749
16457	LOC648774
16458	LOC648809
16459	LOC648846
16460	LOC648890
16461	LOC648926
16462	LOC648927
16463	LOC648937
16464	LOC648947
16465	LOC648987
16466	LOC648998
16467	LOC649024
16468	LOC649094
16469	LOC649095
16470	LOC649166
16471	LOC649198
16472	LOC649201
16473	LOC649203
16474	LOC649238
16475	LOC649279
16476	LOC649290
16477	LOC649294
16478	LOC649305
16479	LOC649307
16480	LOC649324
16481	LOC649330
16482	LOC649346
16483	LOC649352
16484	LOC649602
16485	LOC649618
16486	LOC649620
16487	LOC649671
16488	LOC649704
16489	LOC649783
16490	LOC649798
16491	LOC649839
16492	LOC649841
16493	LOC649891
16494	LOC650024
16495	LOC650031
16496	LOC650083
16497	LOC650095
16498	LOC650157
16499	LOC650226
16500	LOC650236
16501	LOC650293
16502	LOC650340
16503	LOC650363
16504	LOC650400
16505	LOC650474
16506	LOC650488
16507	LOC650556
16508	LOC650561
16509	LOC650594
16510	LOC650609
16511	LOC650610
16512	LOC650612
16513	LOC650621
16514	LOC650623
16515	LOC650638
16516	LOC650666
16517	LOC650667
16518	LOC650674
16519	LOC650708
16520	LOC650776
16521	LOC650789
16522	LOC650823
16523	LOC650832
16524	LOC650845
16525	LOC650866
16526	LOC650883
16527	LOC650946
16528	LOC650947
16529	LOC650951
16530	LOC651033
16531	LOC651042
16532	LOC651091
16533	LOC651118
16534	LOC651144
16535	LOC651158
16536	LOC651250
16537	LOC651386
16538	LOC651419
16539	LOC651536
16540	LOC651610
16541	LOC651621
16542	LOC651628
16543	LOC651644
16544	LOC651763
16545	LOC651789
16546	LOC651803
16547	LOC651820
16548	LOC651825
16549	LOC651894
16550	LOC651907
16551	LOC651921
16552	LOC652068
16553	LOC652147
16554	LOC652159
16555	LOC652222
16556	LOC652226
16557	LOC652276
16558	LOC652292
16559	LOC652334
16560	LOC652346
16561	LOC652419
16562	LOC652423
16563	LOC652460
16564	LOC652493
16565	LOC652525
16566	LOC652549
16567	LOC652554
16568	LOC652578
16569	LOC652607
16570	LOC652612
16571	LOC652614
16572	LOC652626
16573	LOC652661
16574	LOC652671
16575	LOC652672
16576	LOC652692
16577	LOC652741
16578	LOC652799
16579	LOC652826
16580	LOC652857
16581	LOC652899
16582	LOC652964
16583	LOC652990
16584	LOC652993
16585	LOC653040
16586	LOC653061
16587	LOC653069
16588	LOC653075
16589	LOC653080
16590	LOC653097
16591	LOC653103
16592	LOC653115
16593	LOC653125
16594	LOC653127
16595	LOC653135
16596	LOC653137
16597	LOC653146
16598	LOC653151
16599	LOC653155
16600	LOC653160
16601	LOC653175
16602	LOC653184
16603	LOC653186
16604	LOC653194
16605	LOC653203
16606	LOC653264
16607	LOC653270
16608	LOC653276
16609	LOC653303
16610	LOC653305
16611	LOC653322
16612	LOC653326
16613	LOC653354
16614	LOC653375
16615	LOC653406
16616	LOC65342
16617	LOC653428
16618	LOC653435
16619	LOC653447
16620	LOC653453
16621	LOC653458
16622	LOC653474
16623	LOC653491
16624	LOC653501
16625	LOC653503
16626	LOC653510
16627	LOC653511
16628	LOC653513
16629	LOC653541
16630	LOC653550
16631	LOC653557
16632	LOC653560
16633	LOC653562
16634	LOC653566
16635	LOC653581
16636	LOC653588
16637	LOC653593
16638	LOC653602
16639	LOC653605
16640	LOC653630
16641	LOC653631
16642	LOC653653
16643	LOC653690
16644	LOC653695
16645	LOC653698
16646	LOC653707
16647	LOC653712
16648	LOC653720
16649	LOC653733
16650	LOC653735
16651	LOC653739
16652	LOC653740
16653	LOC653743
16654	LOC653752
16655	LOC653754
16656	LOC653768
16657	LOC653769
16658	LOC653772
16659	LOC653775
16660	LOC653780
16661	LOC653786
16662	LOC653788
16663	LOC653800
16664	LOC653801
16665	LOC653879
16666	LOC653881
16667	LOC653882
16668	LOC653884
16669	LOC653888
16670	LOC653889
16671	LOC653895
16672	LOC653972
16673	LOC653994
16674	LOC654056
16675	LOC654089
16676	LOC654096
16677	LOC654106
16678	LOC654188
16679	LOC654264
16680	LOC654338
16681	LOC654340
16682	LOC654342
16683	LOC654433
16684	LOC654780
16685	LOC654841
16686	LOC677759
16687	LOC677762
16688	LOC678655
16689	LOC692246
16690	LOC692247
16691	LOC723809
16692	LOC724034
16693	LOC727681
16694	LOC727710
16695	LOC727721
16696	LOC727723
16697	LOC727725
16698	LOC727727
16699	LOC727743
16700	LOC727744
16701	LOC727745
16702	LOC727749
16703	LOC727750
16704	LOC727751
16705	LOC727753
16706	LOC727755
16707	LOC727756
16708	LOC727759
16709	LOC727769
16710	LOC727770
16711	LOC727771
16712	LOC727776
16713	LOC727777
16714	LOC727779
16715	LOC727780
16716	LOC727785
16717	LOC727786
16718	LOC727788
16719	LOC727793
16720	LOC727794
16721	LOC727796
16722	LOC727799
16723	LOC727801
16724	LOC727802
16725	LOC727803
16726	LOC727804
16727	LOC727805
16728	LOC727808
16729	LOC727812
16730	LOC727813
16731	LOC727814
16732	LOC727815
16733	LOC727816
16734	LOC727818
16735	LOC727819
16736	LOC727820
16737	LOC727822
16738	LOC727823
16739	LOC727824
16740	LOC727827
16741	LOC727828
16742	LOC727829
16743	LOC727836
16744	LOC727838
16745	LOC727839
16746	LOC727840
16747	LOC727841
16748	LOC727843
16749	LOC727844
16750	LOC727847
16751	LOC727848
16752	LOC727849
16753	LOC727853
16754	LOC727854
16755	LOC727858
16756	LOC727860
16757	LOC727861
16758	LOC727862
16759	LOC727863
16760	LOC727864
16761	LOC727867
16762	LOC727869
16763	LOC727872
16764	LOC727873
16765	LOC727874
16766	LOC727875
16767	LOC727878
16768	LOC727880
16769	LOC727881
16770	LOC727883
16771	LOC727884
16772	LOC727885
16773	LOC727886
16774	LOC727887
16775	LOC727889
16776	LOC727890
16777	LOC727891
16778	LOC727892
16779	LOC727894
16780	LOC727895
16781	LOC727896
16782	LOC727898
16783	LOC727899
16784	LOC727900
16785	LOC727902
16786	LOC727903
16787	LOC727904
16788	LOC727906
16789	LOC727907
16790	LOC727909
16791	LOC727911
16792	LOC727912
16793	LOC727913
16794	LOC727914
16795	LOC727915
16796	LOC727916
16797	LOC727917
16798	LOC727918
16799	LOC727919
16800	LOC727920
16801	LOC727921
16802	LOC727923
16803	LOC727924
16804	LOC727925
16805	LOC727926
16806	LOC727929
16807	LOC727930
16808	LOC727931
16809	LOC727932
16810	LOC727933
16811	LOC727934
16812	LOC727937
16813	LOC727938
16814	LOC727939
16815	LOC727941
16816	LOC727943
16817	LOC727944
16818	LOC727946
16819	LOC727947
16820	LOC727949
16821	LOC727950
16822	LOC727952
16823	LOC727954
16824	LOC727955
16825	LOC727958
16826	LOC727959
16827	LOC727960
16828	LOC727961
16829	LOC727962
16830	LOC727964
16831	LOC727965
16832	LOC727967
16833	LOC727968
16834	LOC727971
16835	LOC727972
16836	LOC727974
16837	LOC727975
16838	LOC727976
16839	LOC727977
16840	LOC727978
16841	LOC727979
16842	LOC727980
16843	LOC727981
16844	LOC727982
16845	LOC727983
16846	LOC727986
16847	LOC727988
16848	LOC727989
16849	LOC727990
16850	LOC727992
16851	LOC727993
16852	LOC727995
16853	LOC727996
16854	LOC727998
16855	LOC727999
16856	LOC728000
16857	LOC728001
16858	LOC728003
16859	LOC728007
16860	LOC728009
16861	LOC728011
16862	LOC728012
16863	LOC728014
16864	LOC728015
16865	LOC728016
16866	LOC728017
16867	LOC728018
16868	LOC728019
16869	LOC728020
16870	LOC728024
16871	LOC728026
16872	LOC728027
16873	LOC728028
16874	LOC728029
16875	LOC728030
16876	LOC728032
16877	LOC728033
16878	LOC728034
16879	LOC728038
16880	LOC728040
16881	LOC728041
16882	LOC728043
16883	LOC728044
16884	LOC728046
16885	LOC728047
16886	LOC728048
16887	LOC728050
16888	LOC728051
16889	LOC728052
16890	LOC728054
16891	LOC728055
16892	LOC728056
16893	LOC728058
16894	LOC728059
16895	LOC728061
16896	LOC728063
16897	LOC728064
16898	LOC728065
16899	LOC728066
16900	LOC728067
16901	LOC728068
16902	LOC728069
16903	LOC728073
16904	LOC728074
16905	LOC728076
16906	LOC728077
16907	LOC728078
16908	LOC728079
16909	LOC728083
16910	LOC728084
16911	LOC728085
16912	LOC728086
16913	LOC728087
16914	LOC728089
16915	LOC728091
16916	LOC728092
16917	LOC728093
16918	LOC728094
16919	LOC728095
16920	LOC728098
16921	LOC728099
16922	LOC728100
16923	LOC728101
16924	LOC728102
16925	LOC728103
16926	LOC728104
16927	LOC728105
16928	LOC728107
16929	LOC728108
16930	LOC728109
16931	LOC728110
16932	LOC728112
16933	LOC728114
16934	LOC728117
16935	LOC728119
16936	LOC728120
16937	LOC728121
16938	LOC728123
16939	LOC728125
16940	LOC728133
16941	LOC728135
16942	LOC728136
16943	LOC728138
16944	LOC728140
16945	LOC728142
16946	LOC728143
16947	LOC728144
16948	LOC728145
16949	LOC728147
16950	LOC728148
16951	LOC728149
16952	LOC728150
16953	LOC728151
16954	LOC728152
16955	LOC728154
16956	LOC728155
16957	LOC728156
16958	LOC728158
16959	LOC728161
16960	LOC728163
16961	LOC728164
16962	LOC728165
16963	LOC728166
16964	LOC728168
16965	LOC728170
16966	LOC728171
16967	LOC728172
16968	LOC728173
16969	LOC728174
16970	LOC728175
16971	LOC728176
16972	LOC728177
16973	LOC728178
16974	LOC728180
16975	LOC728181
16976	LOC728182
16977	LOC728183
16978	LOC728184
16979	LOC728186
16980	LOC728187
16981	LOC728189
16982	LOC728190
16983	LOC728191
16984	LOC728193
16985	LOC728195
16986	LOC728196
16987	LOC728197
16988	LOC728199
16989	LOC728200
16990	LOC728201
16991	LOC728203
16992	LOC728204
16993	LOC728205
16994	LOC728208
16995	LOC728209
16996	LOC728210
16997	LOC728211
16998	LOC728213
16999	LOC728214
17000	LOC728216
17001	LOC728217
17002	LOC728218
17003	LOC728220
17004	LOC728221
17005	LOC728222
17006	LOC728228
17007	LOC728230
17008	LOC728236
17009	LOC728237
17010	LOC728240
17011	LOC728241
17012	LOC728243
17013	LOC728245
17014	LOC728246
17015	LOC728247
17016	LOC728249
17017	LOC728250
17018	LOC728251
17019	LOC728253
17020	LOC728254
17021	LOC728256
17022	LOC728257
17023	LOC728260
17024	LOC728261
17025	LOC728263
17026	LOC728267
17027	LOC728268
17028	LOC728270
17029	LOC728271
17030	LOC728273
17031	LOC728274
17032	LOC728275
17033	LOC728277
17034	LOC728278
17035	LOC728281
17036	LOC728282
17037	LOC728284
17038	LOC728285
17039	LOC728286
17040	LOC728287
17041	LOC728288
17042	LOC728289
17043	LOC728290
17044	LOC728291
17045	LOC728292
17046	LOC728296
17047	LOC728297
17048	LOC728301
17049	LOC728303
17050	LOC728304
17051	LOC728306
17052	LOC728307
17053	LOC728313
17054	LOC728316
17055	LOC728317
17056	LOC728319
17057	LOC728320
17058	LOC728321
17059	LOC728322
17060	LOC728323
17061	LOC728326
17062	LOC728327
17063	LOC728328
17064	LOC728329
17065	LOC728330
17066	LOC728332
17067	LOC728333
17068	LOC728334
17069	LOC728335
17070	LOC728336
17071	LOC728337
17072	LOC728339
17073	LOC728342
17074	LOC728344
17075	LOC728345
17076	LOC728347
17077	LOC728348
17078	LOC728349
17079	LOC728351
17080	LOC728352
17081	LOC728353
17082	LOC728354
17083	LOC728356
17084	LOC728357
17085	LOC728359
17086	LOC728360
17087	LOC728363
17088	LOC728364
17089	LOC728366
17090	LOC728367
17091	LOC728368
17092	LOC728369
17093	LOC728370
17094	LOC728371
17095	LOC728373
17096	LOC728375
17097	LOC728376
17098	LOC728377
17099	LOC728379
17100	LOC728381
17101	LOC728383
17102	LOC728384
17103	LOC728385
17104	LOC728387
17105	LOC728389
17106	LOC728390
17107	LOC728391
17108	LOC728392
17109	LOC728393
17110	LOC728394
17111	LOC728396
17112	LOC728397
17113	LOC728398
17114	LOC728399
17115	LOC728400
17116	LOC728401
17117	LOC728405
17118	LOC728406
17119	LOC728407
17120	LOC728408
17121	LOC728413
17122	LOC728414
17123	LOC728415
17124	LOC728416
17125	LOC728417
17126	LOC728419
17127	LOC728420
17128	LOC728421
17129	LOC728424
17130	LOC728425
17131	LOC728426
17132	LOC728427
17133	LOC728429
17134	LOC728431
17135	LOC728432
17136	LOC728433
17137	LOC728435
17138	LOC728436
17139	LOC728437
17140	LOC728438
17141	LOC728439
17142	LOC728440
17143	LOC728442
17144	LOC728443
17145	LOC728444
17146	LOC728445
17147	LOC728446
17148	LOC728452
17149	LOC728455
17150	LOC728456
17151	LOC728457
17152	LOC728459
17153	LOC728462
17154	LOC728463
17155	LOC728465
17156	LOC728466
17157	LOC728469
17158	LOC728470
17159	LOC728471
17160	LOC728472
17161	LOC728473
17162	LOC728474
17163	LOC728475
17164	LOC728476
17165	LOC728477
17166	LOC728478
17167	LOC728479
17168	LOC728480
17169	LOC728482
17170	LOC728485
17171	LOC728487
17172	LOC728488
17173	LOC728490
17174	LOC728494
17175	LOC728496
17176	LOC728497
17177	LOC728499
17178	LOC728503
17179	LOC728504
17180	LOC728506
17181	LOC728507
17182	LOC728508
17183	LOC728510
17184	LOC728511
17185	LOC728512
17186	LOC728514
17187	LOC728515
17188	LOC728516
17189	LOC728518
17190	LOC728519
17191	LOC728520
17192	LOC728521
17193	LOC728522
17194	LOC728524
17195	LOC728525
17196	LOC728526
17197	LOC728527
17198	LOC728528
17199	LOC728529
17200	LOC728530
17201	LOC728531
17202	LOC728532
17203	LOC728533
17204	LOC728534
17205	LOC728535
17206	LOC728536
17207	LOC728537
17208	LOC728540
17209	LOC728541
17210	LOC728542
17211	LOC728543
17212	LOC728545
17213	LOC728546
17214	LOC728547
17215	LOC728548
17216	LOC728549
17217	LOC728550
17218	LOC728552
17219	LOC728554
17220	LOC728555
17221	LOC728557
17222	LOC728558
17223	LOC728559
17224	LOC728561
17225	LOC728563
17226	LOC728566
17227	LOC728569
17228	LOC728570
17229	LOC728571
17230	LOC728573
17231	LOC728574
17232	LOC728575
17233	LOC728578
17234	LOC728579
17235	LOC728580
17236	LOC728581
17237	LOC728582
17238	LOC728583
17239	LOC728584
17240	LOC728585
17241	LOC728586
17242	LOC728587
17243	LOC728592
17244	LOC728593
17245	LOC728594
17246	LOC728596
17247	LOC728600
17248	LOC728601
17249	LOC728602
17250	LOC728604
17251	LOC728605
17252	LOC728606
17253	LOC728610
17254	LOC728611
17255	LOC728612
17256	LOC728613
17257	LOC728616
17258	LOC728617
17259	LOC728618
17260	LOC728622
17261	LOC728624
17262	LOC728625
17263	LOC728626
17264	LOC728628
17265	LOC728630
17266	LOC728631
17267	LOC728634
17268	LOC728636
17269	LOC728637
17270	LOC728639
17271	LOC728640
17272	LOC728643
17273	LOC728644
17274	LOC728645
17275	LOC728647
17276	LOC728648
17277	LOC728649
17278	LOC728650
17279	LOC728651
17280	LOC728652
17281	LOC728653
17282	LOC728654
17283	LOC728657
17284	LOC728659
17285	LOC728660
17286	LOC728662
17287	LOC728663
17288	LOC728666
17289	LOC728667
17290	LOC728671
17291	LOC728672
17292	LOC728673
17293	LOC728674
17294	LOC728675
17295	LOC728676
17296	LOC728677
17297	LOC728678
17298	LOC728679
17299	LOC728681
17300	LOC728682
17301	LOC728683
17302	LOC728684
17303	LOC728685
17304	LOC728686
17305	LOC728688
17306	LOC728690
17307	LOC728691
17308	LOC728692
17309	LOC728694
17310	LOC728696
17311	LOC728697
17312	LOC728699
17313	LOC728701
17314	LOC728702
17315	LOC728703
17316	LOC728704
17317	LOC728705
17318	LOC728707
17319	LOC728708
17320	LOC728709
17321	LOC728711
17322	LOC728713
17323	LOC728714
17324	LOC728715
17325	LOC728716
17326	LOC728717
17327	LOC728718
17328	LOC728719
17329	LOC728720
17330	LOC728721
17331	LOC728723
17332	LOC728724
17333	LOC728725
17334	LOC728726
17335	LOC728727
17336	LOC728728
17337	LOC728730
17338	LOC728732
17339	LOC728734
17340	LOC728735
17341	LOC728736
17342	LOC728737
17343	LOC728738
17344	LOC728739
17345	LOC728741
17346	LOC728743
17347	LOC728744
17348	LOC728745
17349	LOC728750
17350	LOC728751
17351	LOC728752
17352	LOC728754
17353	LOC728755
17354	LOC728756
17355	LOC728757
17356	LOC728758
17357	LOC728759
17358	LOC728761
17359	LOC728762
17360	LOC728763
17361	LOC728766
17362	LOC728767
17363	LOC728768
17364	LOC728769
17365	LOC728771
17366	LOC728775
17367	LOC728777
17368	LOC728778
17369	LOC728779
17370	LOC728781
17371	LOC728783
17372	LOC728784
17373	LOC728785
17374	LOC728787
17375	LOC728789
17376	LOC728792
17377	LOC728793
17378	LOC728794
17379	LOC728795
17380	LOC728796
17381	LOC728799
17382	LOC728800
17383	LOC728801
17384	LOC728802
17385	LOC728804
17386	LOC728805
17387	LOC728807
17388	LOC728808
17389	LOC728809
17390	LOC728811
17391	LOC728812
17392	LOC728813
17393	LOC728814
17394	LOC728815
17395	LOC728816
17396	LOC728817
17397	LOC728818
17398	LOC728819
17399	LOC728821
17400	LOC728825
17401	LOC728826
17402	LOC728827
17403	LOC728828
17404	LOC728829
17405	LOC728830
17406	LOC728831
17407	LOC728832
17408	LOC728834
17409	LOC728836
17410	LOC728837
17411	LOC728838
17412	LOC728839
17413	LOC728840
17414	LOC728842
17415	LOC728844
17416	LOC728845
17417	LOC728846
17418	LOC728847
17419	LOC728852
17420	LOC728853
17421	LOC728854
17422	LOC728855
17423	LOC728856
17424	LOC728857
17425	LOC728861
17426	LOC728862
17427	LOC728863
17428	LOC728864
17429	LOC728867
17430	LOC728868
17431	LOC728869
17432	LOC728870
17433	LOC728872
17434	LOC728874
17435	LOC728875
17436	LOC728876
17437	LOC728878
17438	LOC728879
17439	LOC728880
17440	LOC728883
17441	LOC728884
17442	LOC728885
17443	LOC728886
17444	LOC728888
17445	LOC728892
17446	LOC728893
17447	LOC728894
17448	LOC728895
17449	LOC728896
17450	LOC728902
17451	LOC728903
17452	LOC728904
17453	LOC728905
17454	LOC728907
17455	LOC728909
17456	LOC728914
17457	LOC728915
17458	LOC728920
17459	LOC728921
17460	LOC728922
17461	LOC728923
17462	LOC728924
17463	LOC728925
17464	LOC728928
17465	LOC728930
17466	LOC728931
17467	LOC728935
17468	LOC728940
17469	LOC728941
17470	LOC728942
17471	LOC728947
17472	LOC728948
17473	LOC728949
17474	LOC728950
17475	LOC728954
17476	LOC728958
17477	LOC728959
17478	LOC728960
17479	LOC728961
17480	LOC728966
17481	LOC728967
17482	LOC728968
17483	LOC728972
17484	LOC728974
17485	LOC728975
17486	LOC728976
17487	LOC728977
17488	LOC728978
17489	LOC728980
17490	LOC728981
17491	LOC728982
17492	LOC728983
17493	LOC728984
17494	LOC728985
17495	LOC728986
17496	LOC728987
17497	LOC728989
17498	LOC728991
17499	LOC728993
17500	LOC728994
17501	LOC728995
17502	LOC728996
17503	LOC728997
17504	LOC728998
17505	LOC728999
17506	LOC729001
17507	LOC729002
17508	LOC729006
17509	LOC729007
17510	LOC729008
17511	LOC729011
17512	LOC729013
17513	LOC729014
17514	LOC729015
17515	LOC729016
17516	LOC729017
17517	LOC729018
17518	LOC729020
17519	LOC729021
17520	LOC729022
17521	LOC729023
17522	LOC729024
17523	LOC729026
17524	LOC729027
17525	LOC729028
17526	LOC729030
17527	LOC729031
17528	LOC729032
17529	LOC729033
17530	LOC729036
17531	LOC729037
17532	LOC729038
17533	LOC729039
17534	LOC729040
17535	LOC729041
17536	LOC729043
17537	LOC729044
17538	LOC729046
17539	LOC729047
17540	LOC729048
17541	LOC729049
17542	LOC729053
17543	LOC729054
17544	LOC729055
17545	LOC729056
17546	LOC729057
17547	LOC729059
17548	LOC729060
17549	LOC729061
17550	LOC729062
17551	LOC729063
17552	LOC729064
17553	LOC729065
17554	LOC729066
17555	LOC729067
17556	LOC729068
17557	LOC729069
17558	LOC729070
17559	LOC729071
17560	LOC729072
17561	LOC729076
17562	LOC729077
17563	LOC729078
17564	LOC729080
17565	LOC729081
17566	LOC729082
17567	LOC729083
17568	LOC729084
17569	LOC729086
17570	LOC729087
17571	LOC729088
17572	LOC729089
17573	LOC729090
17574	LOC729094
17575	LOC729095
17576	LOC729098
17577	LOC729099
17578	LOC729100
17579	LOC729101
17580	LOC729103
17581	LOC729104
17582	LOC729106
17583	LOC729107
17584	LOC729108
17585	LOC729109
17586	LOC729110
17587	LOC729111
17588	LOC729112
17589	LOC729113
17590	LOC729114
17591	LOC729115
17592	LOC729116
17593	LOC729117
17594	LOC729118
17595	LOC729120
17596	LOC729121
17597	LOC729122
17598	LOC729124
17599	LOC729126
17600	LOC729128
17601	LOC729129
17602	LOC729130
17603	LOC729132
17604	LOC729133
17605	LOC729134
17606	LOC729136
17607	LOC729139
17608	LOC729141
17609	LOC729142
17610	LOC729143
17611	LOC729144
17612	LOC729145
17613	LOC729147
17614	LOC729149
17615	LOC729151
17616	LOC729152
17617	LOC729153
17618	LOC729154
17619	LOC729155
17620	LOC729156
17621	LOC729157
17622	LOC729158
17623	LOC729159
17624	LOC729160
17625	LOC729162
17626	LOC729164
17627	LOC729165
17628	LOC729166
17629	LOC729167
17630	LOC729168
17631	LOC729169
17632	LOC729170
17633	LOC729172
17634	LOC729173
17635	LOC729174
17636	LOC729175
17637	LOC729176
17638	LOC729177
17639	LOC729178
17640	LOC729179
17641	LOC729180
17642	LOC729181
17643	LOC729183
17644	LOC729184
17645	LOC729186
17646	LOC729187
17647	LOC729189
17648	LOC729190
17649	LOC729191
17650	LOC729192
17651	LOC729193
17652	LOC729195
17653	LOC729197
17654	LOC729199
17655	LOC729200
17656	LOC729202
17657	LOC729204
17658	LOC729205
17659	LOC729206
17660	LOC729207
17661	LOC729210
17662	LOC729213
17663	LOC729216
17664	LOC729217
17665	LOC729218
17666	LOC729219
17667	LOC729221
17668	LOC729222
17669	LOC729223
17670	LOC729224
17671	LOC729225
17672	LOC729226
17673	LOC729227
17674	LOC729228
17675	LOC729229
17676	LOC729231
17677	LOC729232
17678	LOC729234
17679	LOC729235
17680	LOC729239
17681	LOC729242
17682	LOC729243
17683	LOC729244
17684	LOC729245
17685	LOC729247
17686	LOC729248
17687	LOC729249
17688	LOC729251
17689	LOC729253
17690	LOC729254
17691	LOC729255
17692	LOC729256
17693	LOC729261
17694	LOC729264
17695	LOC729265
17696	LOC729267
17697	LOC729268
17698	LOC729270
17699	LOC729271
17700	LOC729273
17701	LOC729275
17702	LOC729276
17703	LOC729278
17704	LOC729281
17705	LOC729283
17706	LOC729284
17707	LOC729285
17708	LOC729286
